z,x,y,hdfs,fs0,fs1,fs5,fs10,fs30,oy,ohdfs,ofs0,ofs1,ofs5,ofs10,ofs30
HopsFS,,208.749,,,,,,,36.997
HDFS,,,14.513,,,,,,,11
FileScale,,,,14.867,15.095,17,24,44,,,10.6919999995,12,18.66,27,55.489
